ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000010.SZ,19960829,5.65,3.5139,3.9355,0.9,29.074,31.3171,3.0261,1.8911,2.0926,,1.2642,5865.06,1903.8799,1699.8928,33137.589,10756.9214
000010.SZ,19960830,6.02,7.9496,8.9035,2.16,30.978,33.3679,3.2243,2.0149,2.2296,,1.1865,5865.06,1903.8799,1699.8928,35307.6612,11461.357
000010.SZ,19960831,6.02,,,,30.978,33.3679,3.2243,2.0149,2.2296,,,5865.06,1903.8799,1699.8928,35307.6612,11461.357
000010.SZ,19960901,6.02,,,,30.978,33.3679,3.2243,2.0149,2.2296,,,5865.06,1903.8799,1699.8928,35307.6612,11461.357
000010.SZ,19960902,6.33,7.5105,8.4117,1.72,32.5732,35.0862,3.3903,2.1187,2.3444,,1.1284,5865.06,1903.8799,1699.8928,37125.8298,12051.5598
000010.SZ,19960903,6.16,5.1532,5.7715,1.01,31.6984,34.1439,3.2993,2.0618,2.2815,,1.1596,5865.06,1903.8799,1699.8928,36128.7696,11727.9002
000010.SZ,19960904,6.3,4.8317,5.4115,0.87,32.4188,34.9199,3.3743,2.1086,2.3333,,1.1338,5865.06,1903.8799,1699.8928,36949.878,11994.4434
000010.SZ,19960905,6.1,8.4307,9.4424,1.46,31.3897,33.8114,3.2672,2.0417,2.2592,,1.171,5865.06,1903.8799,1699.8928,35776.866,11613.6674
000010.SZ,19960906,6.08,5.1017,5.7139,0.75,31.2867,33.7005,3.2564,2.035,2.2518,,1.1748,5865.06,1903.8799,1699.8928,35659.5648,11575.5898
000010.SZ,19960907,6.08,,,,31.2867,33.7005,3.2564,2.035,2.2518,,,5865.06,1903.8799,1699.8928,35659.5648,11575.5898
000010.SZ,19960908,6.08,,,,31.2867,33.7005,3.2564,2.035,2.2518,,,5865.06,1903.8799,1699.8928,35659.5648,11575.5898
000010.SZ,19960909,6.06,2.7843,3.1184,0.45,31.1838,33.5897,3.2457,2.0283,2.2444,,1.1787,5865.06,1903.8799,1699.8928,35542.2636,11537.5122
000010.SZ,19960910,5.61,2.8988,3.2467,0.55,28.8682,31.0954,3.0047,1.8777,2.0777,,1.2732,5865.06,1903.8799,1699.8928,32902.9866,10680.7662
000010.SZ,19960911,5.69,2.3773,2.6625,0.49,29.2799,31.5388,3.0476,1.9044,2.1074,,1.2553,5865.06,1903.8799,1699.8928,33372.1914,10833.0766
000010.SZ,19960912,5.38,1.6965,1.9001,0.39,27.6847,29.8205,2.8815,1.8007,1.9926,,1.3277,5865.06,1903.8799,1699.8928,31554.0228,10242.8739
000010.SZ,19960913,5.55,1.7527,1.9631,0.59,28.5594,30.7628,2.9726,1.8576,2.0555,,1.287,5865.06,1903.8799,1699.8928,32551.083,10566.5334
000010.SZ,19960914,5.55,,,,28.5594,30.7628,2.9726,1.8576,2.0555,,,5865.06,1903.8799,1699.8928,32551.083,10566.5334
000010.SZ,19960915,5.55,,,,28.5594,30.7628,2.9726,1.8576,2.0555,,,5865.06,1903.8799,1699.8928,32551.083,10566.5334
000010.SZ,19960916,5.78,1.8599,2.0831,0.81,29.743,32.0377,3.0958,1.9346,2.1407,,1.2358,5865.06,1903.8799,1699.8928,33900.0468,11004.4258
000010.SZ,19960917,5.93,3.6757,4.1167,1.74,30.5149,32.8691,3.1761,1.9848,2.1963,,1.2045,5865.06,1903.8799,1699.8928,34779.8058,11290.0078
000010.SZ,19960918,5.65,4.7519,5.3221,2.09,29.074,31.3171,3.0261,1.8911,2.0926,,1.2642,5865.06,1903.8799,1699.8928,33137.589,10756.9214
000010.SZ,19960919,5.94,2.3268,2.606,0.85,30.5663,32.9245,3.1815,1.9881,2.2,,1.2025,5865.06,1903.8799,1699.8928,34838.4564,11309.0466
000010.SZ,19960920,6.22,8.7653,9.8171,3.05,32.0072,34.4765,3.3314,2.0818,2.3037,,1.1484,5865.06,1903.8799,1699.8928,36480.6732,11842.133
000010.SZ,19960921,6.22,,,,32.0072,34.4765,3.3314,2.0818,2.3037,,,5865.06,1903.8799,1699.8928,36480.6732,11842.133
000010.SZ,19960922,6.22,,,,32.0072,34.4765,3.3314,2.0818,2.3037,,,5865.06,1903.8799,1699.8928,36480.6732,11842.133
000010.SZ,19960923,6.3,6.9353,7.7675,1.62,32.4188,34.9199,3.3743,2.1086,2.3333,,1.1338,5865.06,1903.8799,1699.8928,36949.878,11994.4434
000010.SZ,19960924,7.01,21.2183,23.7644,4.01,36.0724,38.8554,3.7545,2.3462,2.5963,,1.019,5865.06,1903.8799,1699.8928,41114.0706,13346.1981
000010.SZ,19960925,6.62,8.5804,9.61,0.98,34.0655,36.6937,3.5457,2.2157,2.4518,,1.079,5865.06,1903.8799,1699.8928,38826.6972,12603.6849
000010.SZ,19960926,6.55,4.0302,4.5138,0.42,33.7053,36.3057,3.5082,2.1923,2.4259,,1.0905,5865.06,1903.8799,1699.8928,38416.143,12470.4133
000010.SZ,19960927,6.65,3.8322,4.292,0.39,34.2199,36.8599,3.5617,2.2258,2.4629,,1.0741,5865.06,1903.8799,1699.8928,39002.649,12660.8013
000010.SZ,19960928,6.65,,,,34.2199,36.8599,3.5617,2.2258,2.4629,,,5865.06,1903.8799,1699.8928,39002.649,12660.8013
000010.SZ,19960929,6.65,,,,34.2199,36.8599,3.5617,2.2258,2.4629,,,5865.06,1903.8799,1699.8928,39002.649,12660.8013
000010.SZ,19960930,6.65,,,,34.2199,36.8599,3.5617,2.2258,2.4629,,,5865.06,1903.8799,1699.8928,39002.649,12660.8013
000010.SZ,19961001,6.65,,,,34.2199,36.8599,3.5617,2.2258,2.4629,,,5865.06,1903.8799,1699.8928,39002.649,12660.8013
000010.SZ,19961002,6.65,,,,34.2199,36.8599,3.5617,2.2258,2.4629,,,5865.06,1903.8799,1699.8928,39002.649,12660.8013
000010.SZ,19961003,6.69,5.9699,6.6863,0.67,34.4257,37.0817,3.5832,2.2391,2.4777,,1.0677,5865.06,1903.8799,1699.8928,39237.2514,12736.9565
000010.SZ,19961004,6.8,4.5938,5.145,0.53,34.9918,37.6914,3.6421,2.276,2.5185,,1.0504,5865.06,1903.8799,1699.8928,39882.408,12946.3833
000010.SZ,19961005,6.8,,,,34.9918,37.6914,3.6421,2.276,2.5185,,,5865.06,1903.8799,1699.8928,39882.408,12946.3833
000010.SZ,19961006,6.8,,,,34.9918,37.6914,3.6421,2.276,2.5185,,,5865.06,1903.8799,1699.8928,39882.408,12946.3833
000010.SZ,19961007,7.17,10.653,11.9313,1.97,36.8957,39.7422,3.8402,2.3998,2.6555,,0.9962,5865.06,1903.8799,1699.8928,42052.4802,13650.8189
000010.SZ,19961008,7.13,7.3534,8.2358,1.26,36.6899,39.5205,3.8188,2.3864,2.6407,,1.0018,5865.06,1903.8799,1699.8928,41817.8778,13574.6637
000010.SZ,19961009,6.9,6.9075,7.7364,1.07,35.5063,38.2457,3.6956,2.3094,2.5555,,1.0352,5865.06,1903.8799,1699.8928,40468.914,13136.7713
000010.SZ,19961010,7.03,5.2157,5.8415,0.74,36.1753,38.9662,3.7653,2.3529,2.6037,,1.0161,5865.06,1903.8799,1699.8928,41231.3718,13384.2757
000010.SZ,19961011,7.12,7.8792,8.8247,1.13,36.6384,39.4651,3.8135,2.3831,2.637,,1.0032,5865.06,1903.8799,1699.8928,41759.2272,13555.6249
000010.SZ,19961012,7.12,,,,36.6384,39.4651,3.8135,2.3831,2.637,,,5865.06,1903.8799,1699.8928,41759.2272,13555.6249
000010.SZ,19961013,7.12,,,,36.6384,39.4651,3.8135,2.3831,2.637,,,5865.06,1903.8799,1699.8928,41759.2272,13555.6249
000010.SZ,19961014,7.39,9.0531,10.1395,1.19,38.0278,40.9616,3.9581,2.4734,2.737,,0.9666,5865.06,1903.8799,1699.8928,43342.7934,14069.6725
000010.SZ,19961015,7.4,7.9937,8.9529,1.1,38.0793,41.0171,3.9634,2.4768,2.7407,,0.9653,5865.06,1903.8799,1699.8928,43401.444,14088.7113
000010.SZ,19961016,7.2,8.5504,9.5765,1.15,37.0501,39.9085,3.8563,2.4098,2.6666,,0.9921,5865.06,1903.8799,1699.8928,42228.432,13707.9353
000010.SZ,19961017,7.86,15.6817,17.5635,2.03,40.4463,43.5668,4.2098,2.6307,2.9111,,0.9088,5865.06,1903.8799,1699.8928,46099.3716,14964.496
000010.SZ,19961018,7.35,12.9525,14.5068,1.32,37.822,40.7399,3.9367,2.46,2.7222,,0.9718,5865.06,1903.8799,1699.8928,43108.191,13993.5173
000010.SZ,19961019,7.35,,,,37.822,40.7399,3.9367,2.46,2.7222,,,5865.06,1903.8799,1699.8928,43108.191,13993.5173
000010.SZ,19961020,7.35,,,,37.822,40.7399,3.9367,2.46,2.7222,,,5865.06,1903.8799,1699.8928,43108.191,13993.5173
000010.SZ,19961021,7.88,11.7313,13.1391,1.08,40.5493,43.6776,4.2205,2.6374,2.9185,,0.9065,5865.06,1903.8799,1699.8928,46216.6728,15002.5736
000010.SZ,19961022,8.1,16.1061,18.0388,1.42,41.6814,44.8971,4.3383,2.7111,3.0,,0.8818,5865.06,1903.8799,1699.8928,47506.986,15421.4272
000010.SZ,19961023,8.0,7.6365,8.5529,0.59,41.1668,44.3428,4.2848,2.6776,2.9629,,0.8929,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19961024,8.1,15.3618,17.2052,1.2,41.6814,44.8971,4.3383,2.7111,3.0,,0.8818,5865.06,1903.8799,1699.8928,47506.986,15421.4272
000010.SZ,19961025,8.0,10.3988,11.6466,0.82,41.1668,44.3428,4.2848,2.6776,2.9629,,0.8929,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19961026,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19961027,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19961028,8.48,16.1355,18.0717,1.32,43.6368,47.0034,4.5419,2.8383,3.1407,,0.8423,5865.06,1903.8799,1699.8928,49735.7088,16144.9016
000010.SZ,19961029,8.2,11.1057,12.4384,0.85,42.1959,45.4514,4.3919,2.7445,3.037,,0.8711,5865.06,1903.8799,1699.8928,48093.492,15611.8152
000010.SZ,19961030,8.18,8.7558,9.8065,0.72,42.093,45.3405,4.3812,2.7378,3.0296,,0.8732,5865.06,1903.8799,1699.8928,47976.1908,15573.7376
000010.SZ,19961031,9.02,19.6084,21.9614,1.59,46.4155,49.9965,4.8311,3.019,3.3407,,0.7919,5865.06,1903.8799,1699.8928,52902.8412,17172.9967
000010.SZ,19961101,8.4,12.2098,13.675,0.92,43.2251,46.5599,4.499,2.8115,3.1111,,0.8503,5865.06,1903.8799,1699.8928,49266.504,15992.5912
000010.SZ,19961102,8.4,,,,43.2251,46.5599,4.499,2.8115,3.1111,,,5865.06,1903.8799,1699.8928,49266.504,15992.5912
000010.SZ,19961103,8.4,,,,43.2251,46.5599,4.499,2.8115,3.1111,,,5865.06,1903.8799,1699.8928,49266.504,15992.5912
000010.SZ,19961104,8.9,15.2599,17.0911,1.13,45.798,49.3313,4.7668,2.9788,3.2963,,0.8026,5865.06,1903.8799,1699.8928,52199.034,16944.5311
000010.SZ,19961105,9.5,21.9767,24.6139,1.64,48.8855,52.6571,5.0882,3.1797,3.5185,,0.7519,5865.06,1903.8799,1699.8928,55718.07,18086.8591
000010.SZ,19961106,9.08,13.3559,14.9586,0.86,46.7243,50.3291,4.8632,3.0391,3.3629,,0.7867,5865.06,1903.8799,1699.8928,53254.7448,17287.2295
000010.SZ,19961107,8.66,7.9238,8.8747,0.48,44.563,48.0011,4.6383,2.8985,3.2074,,0.8248,5865.06,1903.8799,1699.8928,50791.4196,16487.5999
000010.SZ,19961108,9.45,9.5883,10.7389,0.68,48.6282,52.3799,5.0614,3.1629,3.5,,0.7559,5865.06,1903.8799,1699.8928,55424.817,17991.6651
000010.SZ,19961109,9.45,,,,48.6282,52.3799,5.0614,3.1629,3.5,,,5865.06,1903.8799,1699.8928,55424.817,17991.6651
000010.SZ,19961110,9.45,,,,48.6282,52.3799,5.0614,3.1629,3.5,,,5865.06,1903.8799,1699.8928,55424.817,17991.6651
000010.SZ,19961111,10.82,39.4846,44.2228,2.9,55.6781,59.9736,5.7952,3.6215,4.0074,,0.6602,5865.06,1903.8799,1699.8928,63459.9492,20599.9805
000010.SZ,19961112,11.85,26.6503,29.8484,1.44,60.9783,65.6827,6.3468,3.9662,4.3888,,0.6028,5865.06,1903.8799,1699.8928,69500.961,22560.9768
000010.SZ,19961113,11.84,20.7692,23.2615,1.07,60.9268,65.6273,6.3415,3.9629,4.3851,,0.6033,5865.06,1903.8799,1699.8928,69442.3104,22541.938
000010.SZ,19961114,12.22,16.8304,18.85,0.81,62.8822,67.7336,6.545,4.09,4.5259,,0.5845,5865.06,1903.8799,1699.8928,71671.0332,23265.4124
000010.SZ,19961115,12.03,12.7976,14.3333,0.56,61.9045,66.6805,6.4433,4.0264,4.4555,,0.5938,5865.06,1903.8799,1699.8928,70556.6718,22903.6752
000010.SZ,19961116,12.03,,,,61.9045,66.6805,6.4433,4.0264,4.4555,,,5865.06,1903.8799,1699.8928,70556.6718,22903.6752
000010.SZ,19961117,12.03,,,,61.9045,66.6805,6.4433,4.0264,4.4555,,,5865.06,1903.8799,1699.8928,70556.6718,22903.6752
000010.SZ,19961118,11.91,11.3001,12.6561,0.48,61.287,66.0153,6.379,3.9863,4.4111,,0.5997,5865.06,1903.8799,1699.8928,69852.8646,22675.2096
000010.SZ,19961119,12.1,13.9536,15.628,0.79,62.2647,67.0685,6.4807,4.0499,4.4814,,0.5903,5865.06,1903.8799,1699.8928,70967.226,23036.9468
000010.SZ,19961120,11.91,16.3288,18.2882,1.08,61.287,66.0153,6.379,3.9863,4.4111,,0.5997,5865.06,1903.8799,1699.8928,69852.8646,22675.2096
000010.SZ,19961121,11.39,12.4751,13.9721,0.88,58.6112,63.133,6.1005,3.8122,4.2185,,0.6271,5865.06,1903.8799,1699.8928,66803.0334,21685.1921
000010.SZ,19961122,11.65,9.3724,10.4971,0.7,59.9491,64.5742,6.2397,3.8993,4.3148,,0.6131,5865.06,1903.8799,1699.8928,68327.949,22180.2008
000010.SZ,19961123,11.65,,,,59.9491,64.5742,6.2397,3.8993,4.3148,,,5865.06,1903.8799,1699.8928,68327.949,22180.2008
000010.SZ,19961124,11.65,,,,59.9491,64.5742,6.2397,3.8993,4.3148,,,5865.06,1903.8799,1699.8928,68327.949,22180.2008
000010.SZ,19961125,11.95,12.8296,14.3691,1.01,61.4929,66.237,6.4004,3.9997,4.4259,,0.5977,5865.06,1903.8799,1699.8928,70087.467,22751.3648
000010.SZ,19961126,11.55,11.0558,12.3825,0.85,59.4345,64.0199,6.1862,3.8658,4.2777,,0.6184,5865.06,1903.8799,1699.8928,67741.443,21989.8128
000010.SZ,19961127,11.55,9.0788,10.1683,0.73,59.4345,64.0199,6.1862,3.8658,4.2777,,0.6184,5865.06,1903.8799,1699.8928,67741.443,21989.8128
000010.SZ,19961128,12.9,34.9707,39.1672,3.19,66.3814,71.5027,6.9092,4.3176,4.7777,,0.5537,5865.06,1903.8799,1699.8928,75659.274,24560.0507
000010.SZ,19961129,12.3,20.1615,22.5808,1.3,63.2939,68.177,6.5879,4.1168,4.5555,,0.5807,5865.06,1903.8799,1699.8928,72140.238,23417.7228
000010.SZ,19961130,12.3,,,,63.2939,68.177,6.5879,4.1168,4.5555,,,5865.06,1903.8799,1699.8928,72140.238,23417.7228
000010.SZ,19961201,12.3,,,,63.2939,68.177,6.5879,4.1168,4.5555,,,5865.06,1903.8799,1699.8928,72140.238,23417.7228
000010.SZ,19961202,11.9,9.2317,10.3395,0.52,61.2356,65.9599,6.3736,3.9829,4.4073,,0.6002,5865.06,1903.8799,1699.8928,69794.214,22656.1708
000010.SZ,19961203,12.17,5.5072,6.168,0.33,62.6249,67.4565,6.5182,4.0733,4.5073,,0.5869,5865.06,1903.8799,1699.8928,71377.7802,23170.2184
000010.SZ,19961204,12.45,14.0949,15.7863,0.89,64.0658,69.0085,6.6682,4.167,4.611,,0.5737,5865.06,1903.8799,1699.8928,73019.997,23703.3048
000010.SZ,19961205,12.25,8.4801,9.4977,0.5,63.0366,67.8999,6.5611,4.1001,4.537,,0.5831,5865.06,1903.8799,1699.8928,71846.985,23322.5288
000010.SZ,19961206,12.48,11.6121,13.0055,1.01,64.2202,69.1747,6.6843,4.1771,4.6222,,0.5723,5865.06,1903.8799,1699.8928,73195.9488,23760.4212
000010.SZ,19961207,12.48,,,,64.2202,69.1747,6.6843,4.1771,4.6222,,,5865.06,1903.8799,1699.8928,73195.9488,23760.4212
000010.SZ,19961208,12.48,,,,64.2202,69.1747,6.6843,4.1771,4.6222,,,5865.06,1903.8799,1699.8928,73195.9488,23760.4212
000010.SZ,19961209,12.74,10.9996,12.3196,1.12,65.5581,70.6159,6.8235,4.2641,4.7185,,0.5607,5865.06,1903.8799,1699.8928,74720.8644,24255.4299
000010.SZ,19961210,13.28,25.7548,28.8453,2.54,68.3368,73.609,7.1128,4.4448,4.9185,,0.5379,5865.06,1903.8799,1699.8928,77887.9968,25283.5251
000010.SZ,19961211,12.93,13.9337,15.6057,0.98,66.5358,71.669,6.9253,4.3277,4.7888,,0.5524,5865.06,1903.8799,1699.8928,75835.2258,24617.1671
000010.SZ,19961212,12.38,8.2127,9.1982,0.58,63.7056,68.6205,6.6307,4.1436,4.5851,,0.577,5865.06,1903.8799,1699.8928,72609.4428,23570.0332
000010.SZ,19961213,12.38,13.3895,14.9962,0.95,63.7056,68.6205,6.6307,4.1436,4.5851,,0.577,5865.06,1903.8799,1699.8928,72609.4428,23570.0332
000010.SZ,19961214,12.38,,,,63.7056,68.6205,6.6307,4.1436,4.5851,,,5865.06,1903.8799,1699.8928,72609.4428,23570.0332
000010.SZ,19961215,12.38,,,,63.7056,68.6205,6.6307,4.1436,4.5851,,,5865.06,1903.8799,1699.8928,72609.4428,23570.0332
000010.SZ,19961216,11.14,0.2132,0.2388,0.01,57.3247,61.7473,5.9666,3.7286,4.1259,,0.6412,5865.06,1903.8799,1699.8928,65336.7684,21209.2221
000010.SZ,19961217,10.03,0.3614,0.4047,0.03,51.6128,55.5948,5.3721,3.357,3.7148,,0.7121,5865.06,1903.8799,1699.8928,58826.5518,19095.9154
000010.SZ,19961218,9.92,5.8034,6.4998,0.8,51.0468,54.9851,5.3131,3.3202,3.674,,0.72,5865.06,1903.8799,1699.8928,58181.3952,18886.4886
000010.SZ,19961219,8.93,2.1073,2.3601,0.38,45.9524,49.4976,4.7829,2.9889,3.3074,,0.7999,5865.06,1903.8799,1699.8928,52374.9858,17001.6475
000010.SZ,19961220,8.04,0.645,0.7224,0.15,41.3726,44.5645,4.3062,2.691,2.9777,,0.8884,5865.06,1903.8799,1699.8928,47155.0824,15307.1944
000010.SZ,19961221,8.04,,,,41.3726,44.5645,4.3062,2.691,2.9777,,,5865.06,1903.8799,1699.8928,47155.0824,15307.1944
000010.SZ,19961222,8.04,,,,41.3726,44.5645,4.3062,2.691,2.9777,,,5865.06,1903.8799,1699.8928,47155.0824,15307.1944
000010.SZ,19961223,7.26,6.5078,7.2887,3.56,37.3588,40.2411,3.8884,2.4299,2.6889,,0.9825,5865.06,1903.8799,1699.8928,42580.3356,13822.1681
000010.SZ,19961224,6.54,4.0134,4.495,1.3,33.6538,36.2502,3.5028,2.1889,2.4222,,1.0922,5865.06,1903.8799,1699.8928,38357.4924,12451.3745
000010.SZ,19961225,6.27,7.2063,8.0711,1.89,32.2645,34.7537,3.3582,2.0986,2.3222,,1.1392,5865.06,1903.8799,1699.8928,36773.9262,11937.327
000010.SZ,19961226,6.45,2.9802,3.3379,0.73,33.1907,35.7514,3.4546,2.1588,2.3889,,1.1074,5865.06,1903.8799,1699.8928,37829.637,12280.0254
000010.SZ,19961227,7.1,11.7528,13.1632,2.75,36.5355,39.3542,3.8028,2.3764,2.6296,,1.006,5865.06,1903.8799,1699.8928,41641.926,13517.5473
000010.SZ,19961228,7.1,,,,36.5355,39.3542,3.8028,2.3764,2.6296,,,5865.06,1903.8799,1699.8928,41641.926,13517.5473
000010.SZ,19961229,7.1,,,,36.5355,39.3542,3.8028,2.3764,2.6296,,,5865.06,1903.8799,1699.8928,41641.926,13517.5473
000010.SZ,19961230,7.81,8.9628,10.0383,1.38,40.1891,43.2896,4.183,2.614,2.8926,,0.9146,5865.06,1903.8799,1699.8928,45806.1186,14869.302
000010.SZ,19961231,7.45,10.5148,11.7766,1.51,38.3366,41.2942,3.9902,2.4935,2.7592,,0.9601,5865.06,1903.8799,1699.8928,43694.697,14183.9053
000010.SZ,19970101,7.45,,,,38.3366,41.2942,3.9902,2.4935,2.7592,,,5865.06,1903.8799,1699.8928,43694.697,14183.9053
000010.SZ,19970102,7.7,6.4736,7.2505,0.78,39.623,42.6799,4.1241,2.5772,2.8518,0.9276,0.9276,5865.06,1903.8799,1699.8928,45160.962,14659.8752
000010.SZ,19970103,7.3,5.2199,5.8463,0.64,37.5647,40.4628,3.9099,2.4433,2.7037,0.9785,0.9785,5865.06,1903.8799,1699.8928,42814.938,13898.3233
000010.SZ,19970104,7.3,,,,37.5647,40.4628,3.9099,2.4433,2.7037,,,5865.06,1903.8799,1699.8928,42814.938,13898.3233
000010.SZ,19970105,7.3,,,,37.5647,40.4628,3.9099,2.4433,2.7037,,,5865.06,1903.8799,1699.8928,42814.938,13898.3233
000010.SZ,19970106,6.57,5.2393,5.868,0.61,33.8082,36.4165,3.5189,2.199,2.4333,1.0872,1.0872,5865.06,1903.8799,1699.8928,38533.4442,12508.4909
000010.SZ,19970107,6.97,5.5282,6.1916,0.76,35.8665,38.6337,3.7331,2.3329,2.5814,1.0248,1.0248,5865.06,1903.8799,1699.8928,40879.4682,13270.0429
000010.SZ,19970108,6.9,4.4656,5.0015,0.68,35.5063,38.2457,3.6956,2.3094,2.5555,1.0352,1.0352,5865.06,1903.8799,1699.8928,40468.914,13136.7713
000010.SZ,19970109,7.28,9.3588,10.4818,1.74,37.4618,40.3519,3.8992,2.4366,2.6963,0.9812,0.9812,5865.06,1903.8799,1699.8928,42697.6368,13860.2457
000010.SZ,19970110,7.3,5.1679,5.788,0.87,37.5647,40.4628,3.9099,2.4433,2.7037,0.9785,0.9785,5865.06,1903.8799,1699.8928,42814.938,13898.3233
000010.SZ,19970111,7.3,,,,37.5647,40.4628,3.9099,2.4433,2.7037,,,5865.06,1903.8799,1699.8928,42814.938,13898.3233
000010.SZ,19970112,7.3,,,,37.5647,40.4628,3.9099,2.4433,2.7037,,,5865.06,1903.8799,1699.8928,42814.938,13898.3233
000010.SZ,19970113,7.5,6.6953,7.4987,1.12,38.5938,41.5714,4.017,2.5103,2.7777,0.9524,0.9524,5865.06,1903.8799,1699.8928,43987.95,14279.0993
000010.SZ,19970114,7.74,15.605,17.4776,2.5,39.8288,42.9016,4.1455,2.5906,2.8666,0.9228,0.9228,5865.06,1903.8799,1699.8928,45395.5644,14736.0304
000010.SZ,19970115,7.73,6.054,6.7804,0.73,39.7774,42.8462,4.1402,2.5872,2.8629,0.9252,0.9252,5865.06,1903.8799,1699.8928,45336.9138,14716.9916
000010.SZ,19970116,7.56,4.4399,4.9727,0.52,38.9026,41.9039,4.0491,2.5303,2.8,0.9448,0.9448,5865.06,1903.8799,1699.8928,44339.8536,14393.332
000010.SZ,19970117,7.6,3.2082,3.5932,0.42,39.1084,42.1256,4.0706,2.5437,2.8148,0.9423,0.9423,5865.06,1903.8799,1699.8928,44574.456,14469.4872
000010.SZ,19970118,7.6,,,,39.1084,42.1256,4.0706,2.5437,2.8148,,,5865.06,1903.8799,1699.8928,44574.456,14469.4872
000010.SZ,19970119,7.6,,,,39.1084,42.1256,4.0706,2.5437,2.8148,,,5865.06,1903.8799,1699.8928,44574.456,14469.4872
000010.SZ,19970120,7.9,9.8268,11.006,1.36,40.6522,43.7885,4.2312,2.6441,2.9259,0.9053,0.9053,5865.06,1903.8799,1699.8928,46333.974,15040.6512
000010.SZ,19970121,7.75,4.6731,5.2339,0.6,39.8803,42.9571,4.1509,2.5939,2.8703,0.9252,0.9252,5865.06,1903.8799,1699.8928,45454.215,14755.0692
000010.SZ,19970122,7.75,5.1978,5.8215,0.92,39.8803,42.9571,4.1509,2.5939,2.8703,0.9217,0.9217,5865.06,1903.8799,1699.8928,45454.215,14755.0692
000010.SZ,19970123,7.9,7.4044,8.2929,1.35,40.6522,43.7885,4.2312,2.6441,2.9259,0.9042,0.9042,5865.06,1903.8799,1699.8928,46333.974,15040.6512
000010.SZ,19970124,8.2,10.976,12.2931,1.81,42.1959,45.4514,4.3919,2.7445,3.037,0.8732,0.8732,5865.06,1903.8799,1699.8928,48093.492,15611.8152
000010.SZ,19970125,8.2,,,,42.1959,45.4514,4.3919,2.7445,3.037,,,5865.06,1903.8799,1699.8928,48093.492,15611.8152
000010.SZ,19970126,8.2,,,,42.1959,45.4514,4.3919,2.7445,3.037,,,5865.06,1903.8799,1699.8928,48093.492,15611.8152
000010.SZ,19970127,8.22,6.6165,7.4105,0.87,42.2989,45.5622,4.4026,2.7512,3.0444,0.869,0.869,5865.06,1903.8799,1699.8928,48210.7932,15649.8928
000010.SZ,19970128,8.12,5.6001,6.2722,0.8,41.7843,45.0079,4.3491,2.7178,3.0074,0.8797,0.8797,5865.06,1903.8799,1699.8928,47624.2872,15459.5048
000010.SZ,19970129,8.03,4.3753,4.9003,0.61,41.3211,44.5091,4.3009,2.6876,2.974,0.8895,0.8895,5865.06,1903.8799,1699.8928,47096.4318,15288.1556
000010.SZ,19970130,8.15,4.4593,4.9944,0.64,41.9386,45.1742,4.3651,2.7278,3.0185,0.8764,0.8764,5865.06,1903.8799,1699.8928,47800.239,15516.6212
000010.SZ,19970131,8.0,5.524,6.1869,0.86,41.1668,44.3428,4.2848,2.6776,2.9629,0.8929,0.8929,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970201,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970202,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970203,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970204,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970205,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970206,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970207,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970208,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970209,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970210,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
000010.SZ,19970211,8.0,,,,41.1668,44.3428,4.2848,2.6776,2.9629,,,5865.06,1903.8799,1699.8928,46920.48,15231.0392
